url,Origin,Destination,Number of People,Age,Male Victim,Female Victim,Category,Date,City
https://www.pe.com/2017/08/17/2-human-trafficking-victims-rescued-l-a-man-arrested-in-chino-raid/,USA,USA,2,,,,sex trafficker,16/8/2017,
https://cebudailynews.inquirer.net/208486/8-rescued-from-human-trafficking-at-naia,philippines,Dubai,8,,6,2,labor,7/12/2018,
https://www.reuters.com/article/us-usa-trafficking-arrests-idUSKBN15G5J6,USA,USA,55,,,,,2/2/17,
https://punchng.com/103-victims-of-human-trafficking-rescued-in-osun-naptip/,,Nigeria,103,,25,78,,6/8/18,
https://patch.com/california/banning-beaumont/human-trafficking-victim-rescued-inland-empire-sheriff,USA,USA,1,17,0,1,sex trafficker,30/10/2018,
http://www.crimevoice.com/2018/05/22/human-trafficking-operation-rescued-two-juveniles-arrested-26/,USA,USA,2,13-17,,,sex trafficker,22/5/2018,
https://www.nyoooz.com/news/bareilly/1317081/human-trafficking-minor-bangladeshi-girl-rescued/,Bangladesh,India,1,,0,1,sex trafficker,1/2/19,
https://ktla.com/2019/03/14/3-teen-human-trafficking-victims-rescued-suspected-pimp-arrested-in-santa-ana-police/,,USA,0,,0,3,sex trafficker,14/3/2019,
https://fox8.com/2019/01/30/nearly-50-victims-including-teens-rescued-during-california-human-trafficking-sting/,USA,USA,50,6-30,,,sex trafficker,30/1/2019,
http://www.ipsnews.net/2019/03/tortured-in-libya/,Bangladesh,malaysia,1,,1,,labor,23/3/2019,
https://www.whec.com/national/man-accused-of-forcing-california-woman-into-prostitution/5277093/,USA,USA,1,,,1,sex trafficker,13/2/2019,
http://www.unwomen.org/en/news/stories/2016/3/breaking-the-cycle-of-human-trafficking-in-albania,Albania,Albania,85,,,85,sex trafficker,30/03/2016,
https://www.thehindu.com/news/cities/Delhi/27-victims-of-trafficking-rescued/article25116829.ece,India,India,27,,,,child labour,04/10/2018,
https://abc13.com/news/fbi-rescues-82-children-in-sex-trafficking-sting/1577121/,USA,USA,82,12-16,0,0,sex trafficking,28/10/2016,
https://people.com/human-interest/u-s-navy-seals-retired-police-rescue-human-trafficking-teen-victims/,USA,USA,1,16,,,,25/01/2018,
https://myfox8.com/2018/10/09/more-than-120-children-rescued-following-human-trafficking-sting/,USA,USA,123,,,,sex,09/10/2018,
https://globalnews.ca/news/4319117/india-girls-rescued-from-human-traffickers-tweet/,India,India,23,12-16,,,,08/07/2018,
https://www.bbc.com/news/uk-scotland-45533185,scotland,scotland,10,,,,,15/09/2018,
https://www.cbsnews.com/news/fbi-168-kids-rescued-281-pimps-nabbed-in-sex-trafficking-crackdown/,,,,,,,,,
http://www.702.co.za/articles/308313/human-trafficking-rife-in-south-africa-with-more-women-lured-into-dens,South Africa,South Africa,46,,,,sex,19/06/2018,
https://www.chch.com/hamilton-girls-aged-14-16-rescued-human-trafficking-investigation/,Canada,Canada,2,14-16,,,,,
https://www.kahawatungu.com/2019/04/12/31-human-trafficked-women-rescued-mombasa/,Ethopian,Kenya,31,18-22,0,31,sex trafficker,10/04/2019,
https://www.kahawatungu.com/2019/04/10/nine-ethiopian-male-victims-human-trafficking-rescued/,Ethopian,Kenya,9,20-36,9,0,Human Labour,08/04/2019,
https://www.nbcnews.com/news/us-news/84-children-rescued-120-human-traffickers-arrested-across-u-s-n812156,USA,USA,84,8-14,0,0,,19/10/2017,
https://www.reuters.com/article/us-libya-migrants-interpol/forty-human-traffickers-arrested-500-people-rescued-in-west-africa-idUSKBN1DN1RL,West Africa,Europe,500,,,,"Begging, Prostitution",23/11/2017,
https://abc7chicago.com/news/human-trafficking-sex-ring-busted;-13-victims-rescued/2257267/,USA,USA,13,15-21,0,13,Sex Slave,28/07/2017,
https://www.nbcnews.com/news/us-news/man-arrested-after-8-women-held-luxury-georgia-home-human-n731871,Georgia,Georgia,8,19-22,0,8,Sex Slave,11/03/2017,
https://www.nydailynews.com/news/national/flight-attendant-rescues-teen-girl-human-trafficking-article-1.2965478,USA,USA,1,15,0,1,,06/02/2017,
https://ktla.com/2017/02/01/474-arrested-28-sexually-exploited-children-rescued-during-statewide-human-trafficking-operation-lasd/,USA,USA,28,,,,Sex Slave,01/02/2017,
https://www.unodc.org/unodc/en/frontpage/2015/January/tackling-human-trafficking-in-west-africa_-unodc-and-the-story-of-anna-and-precious.html,Nigeria,Okah,2,,,2,Prostitution,28/01/2015,
https://www.azcentral.com/story/news/local/arizona/2017/01/19/arizona-trooper-who-saved-teen-sex-trade-victim-no-one-should-trafficked/96782296/,USA,USA,1,16,0,0,,19/01/2017,
https://abc13.com/news/12-rescued-from-sweltering-cargo-bay-of-truck/2202136/,USA,USA,12,,,,Trafficking,11/07/2017,
https://www.latimes.com/local/lanow/la-me-ln-human-trafficking-sweep-arrests-20170202-story.html,USA,USA,55,,0,28,Prostitution,02/02/2017,
https://www.thesouthafrican.com/tshwane-human-trafficking-over-200-kids-rescued-after-major-breakthrough/,South Africa,South Africa,220,8-14,0,0,Labour,27/06/2017,
https://www.nbcnewyork.com/news/local/2-Teens-Rescued-From-Accused-Sex-Traffickers-in-Brooklyn-NYPD-452310403.html,USA,USA,2,14-15,0,2,Sex Trafficking,22/10/2017,
https://ewn.co.za/2017/07/30/woman-rescued-from-sex-trafficking-syndicate-expected-in-sa,South Africa,malaysia,8,27,0,8,Sex Slave,31/07/2017,
https://www.ice.gov/news/releases/ice-arrests-29-people-8-states-human-trafficking-charges-identifies-15-potential,Mexico,USA,2,16,,2,Prostitution,30/01/2015,
https://www.twincities.com/2017/06/29/19-arrested-in-human-trafficking-sting-10-victims-rescued-officials-say/,USA,USA,10,13-15,,,Prostitution,29/06/2017,
https://www.wxyz.com/news/12-kids-rescued-8-arrested-in-detroit-area-human-trafficking-sweep,USA,USA,84,8-14,0,0,Labour,18/10/2018,
https://polarisproject.org/blog/2015/11/13/friday-news-roundup-cnn-sex-trafficking-mexico,Mexico,USA,2,12-19,,2,Prostitution,13/11/2015,
https://www.dw.com/en/thousands-of-migrants-rescued-in-the-mediterranean/a-38919551,Libya,Italy,2100,,,,Migrant,20/05/2017,
https://newcastleadvertiser.co.za/112220/must-read-72-victims-rescued-from-human-trafficking-in-newcastle/,Swaziland,South Africa,72,18-35,,,Labour,06/02/2017,
http://www.hurriyetdailynews.com/13-people-arrested-for-human-trafficking-in-izmir--81475,Syria ,Greece,30,,,,Prostitution,23/04/2015,
https://www.bbc.com/news/health-38722052,Pakistan,Pakistan,24,,,,Organ Trafficking,24/01/2017,
https://www.lohud.com/story/news/local/putnam/2017/12/19/feds-rescue-girl-sex-trafficking/967005001/,USA,USA,1,17,0,1,Sex Trafficking,19/12/2017,
https://www.hindustantimes.com/india-news/over-500-minors-rescued-in-anti-human-trafficking-drive-in-rajasthan/story-Ja1ucixYNMgu1swGyeRwwJ.html,India,India,500,8-14,,,,23/06/2017,
https://www.bbc.com/news/uk-england-bristol-40658099,England,England,5,,5,0,Bonded Labour,19/07/2017,
https://www.denverpost.com/2015/01/26/fbi-recovers-6-minors-arrests-2-in-denver-stock-show-sex-trade-sting/,USA,USA,6,14-17,,,Sex Trafficking,25/01/2015,
https://abc7.com/girl-13-rescued-in-compton-human-trafficking-sting/2662008/,USA,USA,1,13,0,1,Sex Trafficking,18/11/2017,
https://www.enca.com/world/30-women-rescued-from-sex-trafficking-in-mexico,"Colombia, Venezula",Mexico,30,21-39,0,30,Sex Trafficking,26/11/2017,
https://www.myjoyonline.com/news/2017/February-13th/police-anti-human-trafficking-unit-rescues-24-children-arrests-16-suspects.php,Ghana,Ghana,24,8-14,0,0,Forced Labour,13/02/2017,
https://www.recordnet.com/news/20170501/human-trafficking-eight-girls-rescued-getting-help,USA,USA,8,14-17,0,8,Sex Trafficking,01/05/2017,
https://news.abs-cbn.com/news/10/09/18/22-teen-girls-rescued-from-human-trafficking-in-cavite,,Philippines,22,,,,Sex Trafficking,09/10/2018,
https://www.nola.com/crime/2018/12/missing-teen-rescued-2-new-orleans-men-arrested-in-sex-trafficking-case-state-police.html,,USA,1,16,,,Sex Trafficking,20/12/2018,
https://www.cbsnews.com/news/fbi-168-kids-rescued-281-pimps-nabbed-in-sex-trafficking-crackdown/,USA,USA,170,12-16,0,0,Sex Trafficking,23/06/2014,
https://www.star-telegram.com/news/local/crime/article218293850.html,,USA,20,,,,Sex Trafficking,12/09/2018,
https://www.reuters.com/article/us-thailand-uighur/suspected-uighurs-rescued-from-thai-trafficking-camp-idUSBREA2D0A920140314,China,Thailand,200,,0,200,Sex Trafficking,14/03/2014,
https://www.reuters.com/article/us-nfl-superbowl-prostitution/45-arrested-16-juveniles-rescued-in-super-bowl-prostitution-bust-idUSBREA131BB20140204,USA,USA,16,13-17,0,0,Sex Trafficking,04/02/2014,
https://www.enca.com/news/police-rescue-85-minors-human-trafficking,,Sudan,85,,,,,10/09/2018,
https://nbc25news.com/news/local/over-120-children-rescued-following-michigan-human-trafficking-sting,,USA,123,,,,,09/10/2018,
https://www.theepochtimes.com/149-children-in-atlanta-rescued-from-exploitation-and-sex-trafficking_2557104.html,,USA,149,,,,,14/06/2018,
https://www.kcra.com/article/14-arrested-cited-in-el-dorado-county-human-trafficking-sting-2/14463293,USA,USA,9,17-30,,,Prostitution,20/12/2017,
https://www.huffingtonpost.in/entry/149-child-sex-trafficking-victims-fbi-sting_n_561e985ce4b028dd7ea62852,USA,USA,149,12-14,,,Sex Trafficking,15/10/2015,
https://www.nst.com.my/news/nation/2018/05/366252/127-human-trafficking-victims-rescued,SriLanka,Malaysia,127,,94,24,,06/05/2018,
https://www.shreveporttimes.com/story/news/crime/2017/04/19/six-arrested-human-trafficking-two-teens-rescued/100639660/,USA,USA,2,18-19,0,2,Prostitution,19/04/2017,
https://www.pmnewsnigeria.com/2017/04/21/human-trafficking-43-victims-rescued-kano-katsina/,Nigeria,Nigeria,43,16-37,29,14,,21/04/2017,
https://www.thehindu.com/news/national/andhra-pradesh/Human-trafficking-3-women-trapped-in-Saudi-Arabia-rescued/article17047063.ece,India,Saudi Arabia,3,35,0,3,Bonded Labour,17/01/2017,
https://nypost.com/2014/07/30/fbi-sex-trafficking-bust-recovers-168-kids-some-never-reported-missing/,USA,USA,168,12-16,0,0,,30/06/2014,
https://www.usnews.com/news/newsgram/articles/2014/02/28/chinese-babies-saved-from-human-trafficking-ring,China,China,382,0-3,0,0,,28/04/2014,
https://www.reuters.com/article/us-foundation-rwanda-trafficking/rwanda-steps-up-human-trafficking-fight-rescues-150-victims-idUSKCN0HY10W20141009,Rwanda,UAE,150,,0,150,,09/10/2014,
https://www.thestar.com/news/canada/2014/10/07/girl_12_among_18_rescued_from_crosscanada_sex_trade_ring.html,canada,canada,18,,0,18,,07/10/2014,
https://www.theguardian.com/uk-news/2014/aug/18/police-rescue-20-people-trafficking-victims-northern-ireland,Ireland,Ireland,24,20-48,14,6,,18/8/2014,
https://www.asianage.com/india/all-india/200317/gujarat-woman-rescued-from-saudi-arabia-reaches-ahmedabad.html,India,Saudi Arabia,1,45,0,1,,20/03/2017,
https://www.thedailystar.net/city/human-trafficking-9-rescued-dhaka-1379632,Bangladesh,Cyprus,9,,9,0,,22/03/2017,
https://www.kgw.com/article/news/crime/girl-rescued-2-arrested-during-sex-trafficking-investigation/434934080,USA,USA,1,16,0,1,,28/04/2017,Michigan
https://k1025.com/5-human-trafficking-victims-rescued-in-kalamazoo-area/,,USA,5,,,,,03/12/2018,Michigan
https://bringmethenews.com/minnesota-news/sex-traffickers-arrested-in-roseville-6-women-rescued,,USA,6,,,6,,14/12/2018,California
https://www.dawn.com/news/1115844,Pakistan,Somalia,12,,0,12,,29/06/2014,Karachi
https://www.iol.co.za/news/south-africa/free-state/11-rescued-from-suspected-free-state-human-traffickers-12768971,,south africa,11,,,,,17/01/2018,Johanessburg
http://time.com/12628/human-trafficking-rife-in-thai-fishing-industry/,Mayanmar,Thailand,1,,1,0,Bonded Labour,05/03/2014,
https://nairobinews.nation.co.ke/news/police-busts-human-trafficking-ring-nairobi,Democratic Republic of the Congo,Kenya,1,19-45,,,,,Nairobi
https://nairobinews.nation.co.ke/news/police-busts-human-trafficking-ring-nairobi,Comorans,Kenya,75,19-45,,,,,Nairobi
https://nairobinews.nation.co.ke/news/police-busts-human-trafficking-ring-nairobi,Uganda,Kenya,3,19-45,,,,,Nairobi
https://www.india.com/news/india/hyderabad-police-bust-online-sex-trafficking-racket-3-women-rescued-2758493/,India,India,3,,0,3,Prostitution,16/12/2017,
https://www.firstpost.com/india/ssb-rescues-11-children-from-india-nepal-nabs-three-child-traffickers-in-bihar-3689881.html,"Nepal, India",India,11,8-14,0,0,Child Labour,16/06/2107,
https://www.thespec.com/news-story/5325449-girl-rescued-from-sex-trafficking-in-hamilton/,New Zealand,New Zealand,1,16,,1,Prostitution,05/02/2015,Hamilton
https://asiancorrespondent.com/2018/01/113-trafficking-victims-rescued-victoria-secret-brothel/,,Thailand,113,,,113,Prostitution,12/01/2018,Bangkok
https://mexiconewsdaily.com/news/56-children-among-those-rescued/,,Mexico,56,,29,28,labour,15/10/2018,Oaxaca
https://odishasuntimes.com/human-trafficking-odisha-cops-rescue-19-women-from-osrtc-bus/,,India,19,,,19,sexual exploitation,31/07/2018,Orissa
https://www.news18.com/news/india/human-trafficking-39-nepalese-girls-rescued-from-delhi-hotel-1830367.html,Nepal,India,39,,0,39,Prostitution,01/08/2018,Delhi
http://www.newindianexpress.com/cities/bengaluru/2018/dec/13/35-women-rescued-from-traffickers-1910831.html,Nepal,India,35,,0,35,prostitution,13/12/2018,Karnataka
https://timesofindia.indiatimes.com/city/delhi/trafficker-gang-busted-six-girls-rescued/articleshow/61158288.cms,India,India,6,16-19,0,6,Prostitution,21/10/2017,
https://www.abcactionnews.com/news/local-news/two-teens-rescued-after-authorities-arrested-a-man-for-human-trafficking,USA,USA,2,16,0,2,Sex Slave,12/06/2017,
https://www.scmp.com/news/china/policies-politics/article/2069494/china-police-rescue-32-trafficked-vietnamese-brides,Vietnam,China,32,,0,32,Bride,09/02/2017,
https://patch.com/michigan/detroit/2-teens-rescued-sex-trafficking-during-detroit-auto-show,USA,USA,2,15-16,0,2,Sex Trafficking,14/02/2017,
https://london.ctvnews.ca/alleged-human-trafficking-victim-rescued-by-sarnia-police-1.3344057,Canada,Canada,1,19,0,1,,28/03/2017,
https://www.voacambodia.com/a/cambodian-women-were-rescued-from-from-sexual-trafficking-in-japan/3688367.html,Cambodia,Japan,7,,0,7,Sex Trafficking,24/01/2017,
https://www.touchalifekids.org/16-children-rescued-ghana,Ghana,Ghana,16,14,,,Bonded Labour,28/10/2015,Yeji
https://arunachaltimes.in/index.php/2017/09/12/eight-manipur-girls-rescued-from-clutches-of-human-traffickers/,India,Mayanmar,8,,0,8,,12/09/2017,
https://www.globenewswire.com/news-release/2017/11/14/1186283/0/en/Nine-9-Children-Rescued-from-Cybersex-Trafficking-in-an-IJM-Supported-Operation-Abused-by-Saskatchewan-Man.html,Philliphines,Canada,9,2-9,7,2,Cybersex Trafficking,14/11/2017,
https://www.scpr.org/news/2017/04/08/70616/3-teen-girls-rescued-from-alleged-human-traffickin/,USA,USA,3,,0,3,Prostitution,08/04/2017,
https://windsorstar.com/news/marys-story-she-was-17-and-a-victim-of-human-trafficking,canada,canada,1,17,0,1,Sex  Trafficking,13/06/2014,
https://www.india.com/news/india/over-400-human-trafficking-victims-rescued-in-assam-132750/,India,INdia,422,13-16,0,422,Sex  Trafficking,28/08/2014,Assam
https://www.ijm.org/news/filipino-children-as-young-as-2-rescued-from-cybersex-trafficking,Philliphines,philippines,6,7,,,Cybersex Trafficking,17/08/2015,Cebu
https://dfw.cbslocal.com/2014/07/22/teens-rescued-in-denton-county-human-trafficking-sting/,USA,USA,2,17,0,2,Sex  Trafficking,22/07/2014,Texas
https://www.deccanchronicle.com/140617/nation-crime/article/58-minor-boys-rescued-while-being-trafficked,India,India,58,,58,0,Sex  Trafficking,17/06/2014,Kerala
https://www.nbcsandiego.com/news/local/Officers-Rescue-13-Year-Old-From-Sex-Trafficking-Operation-360652031.html,USA,USA,1,13,,1,Sex  Trafficking,04/12/2015,
https://nationalpost.com/news/canada/woman-22-charged-after-girl-15-rescued-from-sex-trade-at-burlington-ont-hotel,,,,,,,,,
https://nationalpost.com/news/canada/woman-22-charged-after-girl-15-rescued-from-sex-trade-at-burlington-ont-hotel,USA,USA,1,15,0,1,Sex Trafficking,24/01/2014,BURLINGTON
https://www.nbcbayarea.com/news/local/Santa-Clara-County-Task-Force-6-Human-Trafficking-Victims-Rescued-After-Search-Warrants-Executed-351451521.html,Spain,USA,6,,,,Sex Trafficking,18/10/2015,
https://www.telegraphindia.com/states/north-east/15-trafficked-children-rescued-brought-back-to-assam/cid/185775,India,India,15,,,,Sex Trafficking,08/05/2014,Bangalore
https://www.reuters.com/article/us-malaysia-rohingya-idUSBREA2504U20140306,Myanmar,Malaysia,100,,,,Sex Trafficking,06/03/2014,
https://www.bbc.com/news/uk-northern-ireland-33601011,UK,Ireland,21,,,,Forced Labour,13/10/2015,Belfast
https://www.wesh.com/article/deputies-14-year-old-sex-slave-rescued-44-people-arrested-during-prostitution-sting/4432997,USA,USA,1,14,0,1,Sex Trafficking,16/04/2014,
